name	kategorie	lat	lng	beschreibung	link
Galgenkreuz	Kleindenkmäler	48.94123	15.06792	ein einfaches Steinkreuz aus Granit	orte/litschau.html
Pranger Litschau	Pranger	48.94422	15.0458	gut erhaltener Pranger mit Steinkugel, 1688 Mit der Steinkugel (Bagstein) hat es eine besondere Bewandtnis. Der Fachausdruck „Bagstein“ kommt vom mittelhochdeutschen Wort „bagen“ und hat die Bedeutung „zanken, streiten“. Das Herumtragen des Bagsteines war eine typische Frauenstrafe für zanksüchtige Frauen.	orte/litschau.html
Pranger Rohrbach (Nachbildung)	Pranger	48.57224	13.990944	zum ersten Mal im Jahre 1637 erwähnt. Heute steht vor dem Rathaus ein Springbrunnen in Form eines Prangers (Prangerbrunn)	https://anno.onb.ac.at/cgi-content/anno?aid=mvn&datum=19220211&query=%22Pranger+ober%c3%b6sterreich%22~20&ref=anno-search&seite=5
Pranger Lembach	Pranger	48.4952	13.89497	an der Nordseite die Initialen des Kaisers Matthias und die Jahreszahl 1612 eingemeißelt.	https://www.meinbezirk.at/rohrbach/c-lokales/eine-foltermethode-die-auch-im-bezirk-rohrbach-angewandt-wurde_a7105657#gallery=null
Pranger Putzleinsdorf	Pranger	48.516621	13.8733	1580 erbaut	https://www.meinbezirk.at/rohrbach/c-lokales/eine-foltermethode-die-auch-im-bezirk-rohrbach-angewandt-wurde_a7105657#gallery=null
Pranger Linz 1 (abgegangen)	Pranger	48.30575	14.2865	bis 1716	http://rat.imareal.sbg.ac.at/streitt/oo-landesmuseum/linz-pranger
Pranger Neufelden (abgegangen)	Pranger	48.4844	13.99868	erwähnt 1502, 1793 abgebrochen	https://www.meinbezirk.at/rohrbach/c-lokales/eine-foltermethode-die-auch-im-bezirk-rohrbach-angewandt-wurde_a7105657
Pranger Linz 2 (abgegangen)	Pranger	48.304179	14.2879	ab 1716	https://de.wikipedia.org/wiki/Taubenmarkt_(Linz)
Pranger Königswiesen	Pranger	48.40702	14.84047	Nachweislich aus der Zeit vor 1635.	http://rat.imareal.sbg.ac.at/streitt/oo-landesmuseum/konigswiesen-pranger
Pranger Tragwein	Pranger	48.3308	14.62209	Pranger aus der 2. Hälfte des 16. Jahrhunderts	https://www.sagen.info/forum/media/marktplatz-tragwein.53370/
Pranger Pabneukirchen	Pranger	48.33627	14.84785	undatiert, vor dem Haus Riedersdorf 5. Pabneukirchen wurde 1506 die niedere Gerichtsbarkeit verliehen	http://rat.imareal.sbg.ac.at/streitt/oo-landesmuseum/riedersdorf-pranger
Pranger Naarn / Au an der Donau	Pranger	48.22662	14.582285	Schandsäule 1625, stand früher vor dem Marktrichterhaus	https://www.sagen.info/forum/media/pranger-in-naarn-im-machlande.21835/
Pranger Weitersfelden	Pranger	48.47731	14.72651	1648 errichtet, steht direkt neben dem Gemeindeamt	http://rat.imareal.sbg.ac.at/streitt/oo-landesmuseum/weitersfelden-pranger
Pranger Bad Kreuzen (sekundär überformt)	Pranger	48.26641	14.807516	der ehemalige Pranger (1636) wurde auf die Brunnensäule aufgesetzt.	http://rat.imareal.sbg.ac.at/streitt/pranger/bad-kreuzen-pranger
Pranger Schärding (Nischenpranger)	Pranger	48.45819	13.429259	Nischenpranger am Wassertor	http://rat.imareal.sbg.ac.at/streitt/oo-landesmuseum/scharding-pranger
Pranger Offenhausen	Pranger	48.1566	13.83662	am Marktplatz	http://rat.imareal.sbg.ac.at/streitt/oo-landesmuseum/offenhausen-pranger
Pranger Reichenau im Mühlkreis	Pranger	48.456	14.34999	Prangerpfeiler aus Granitstein, seit 1889 am Pfarrhofvorplatz situiert.	http://rat.imareal.sbg.ac.at/streitt/oo-landesmuseum/reichenau-pranger
Pranger Schenkenfelden	Pranger	48.5023	14.362	Granitpfeiler mit achtkantigem Pyramidenaufsatz und Kugelbekrönung. Inschrift für Marktrichter Thomas Genspauer, 1662	http://rat.imareal.sbg.ac.at/streitt/oo-landesmuseum/schenkenfelden-pranger
Pranger Münzbach (vermutet)	Pranger	48.26683	14.71195	1651 in der Topographia Windhagiana des Clemens Beutler neben dem Marktbrunnen verzeichnet. Heute Nepomuk-Säule?	http://rat.imareal.sbg.ac.at/streitt/oo-landesmuseum/munzbach-pranger
Pranger Leonfelden (vermutet)	Pranger	48.52231	14.29385	nur mehr Zeichnung / Bild erhalten	http://rat.imareal.sbg.ac.at/streitt/oo-landesmuseum/leonfelden-pranger
Pranger Unterweißenbach	Pranger	48.43516	14.78086	Prangerpfeiler mit einfacher Gliederung, 1650	http://rat.imareal.sbg.ac.at/streitt/denkmalverzeichnis/unterweissenbach-pranger
Pranger Struden (Sekundäraufstellung)	Pranger	48.2299	14.892293	Quadratischer, rautenverzierter Pfeiler mit obeliskartigem Aufsatz mit Steinkugel, in Sekundäraufstellung bei Burg Werfenstein	http://rat.imareal.sbg.ac.at/streitt/oo-landesmuseum/struden-pranger
Pranger Wartberg ob der Aist (Status offen)	Pranger	48.35068	14.509965	Historisch vor der Friedhofstür beim Marktplatz belegt (RAT, Univ. Salzburg) OA notwendig!	http://rat.imareal.sbg.ac.at/streitt/pranger/wartberg-o-d-aist-pranger
Pranger Gmunden (abgegangen)	Pranger	47.91793	13.80002	auf dem Stich von Merian zu erkennen (Der Pranger wurde Prechtl genannt)	https://upload.wikimedia.org/wikipedia/commons/a/a8/Gmunden_Traunsee-neu.jpg
Pranger Grein (vermutet)	Pranger	48.22755	14.854767	"stattlicher ""Auftritt-Pranger"", nur mehr auf Bildern ersichtlich"	http://rat.imareal.sbg.ac.at/streitt/oo-landesmuseum/grein-pranger
Pranger Freistadt (vermutet)	Pranger	48.51147	14.505325	nach der knappen schriftlichen Vorbeschreibung des Linzer Steinmetzmeisters Leopold Raverte vorzustellen	http://rat.imareal.sbg.ac.at/streitt/oo-landesmuseum/freistadt-pranger/zeichnung-vom-pranger-zu-freistadt-oo-landesmuseum
Pranger Gutau	Pranger	48.4159	14.6114	Pranger des 17. Jahrhunderts, 1964 wieder aufgestellt und Teile ergänzt	http://rat.imareal.sbg.ac.at/streitt/oo-landesmuseum/gutau-pranger
Pranger Aschach (abgegangen)	Pranger	48.36715	14.02548	nur mehr Zeichnung / Bild erhalten	http://rat.imareal.sbg.ac.at/streitt/oo-landesmuseum/aschach-pranger
Pranger Steyr (vermutet)	Pranger	48.03889	14.41906	auf dem Stich von Merian zu erkennen	http://rat.imareal.sbg.ac.at/streitt/oo-landesmuseum/steyr-pranger
Pranger Lambach (sekundär überformt)	Pranger	48.09126	13.8751	"Massiver Granitpfeiler, später sakral überformt durch Aufsetzung einer Christusfigur; heutige Nutzung als religiöses Denkmal.<br><img src='bilder/Lambach_Pranger.JPG' alt='Lambach_Pranger' style='width:260px;border-radius:8px;margin-top:6px;'>"	http://rat.imareal.sbg.ac.at/streitt/oo-landesmuseum/lambach-pranger
Pranger Klam	Pranger	48.224505	14.7819	Im Jahr 1663 wurde der alte, hölzerne Pranger in Steinbauweise erneuert.	http://steyr.dahoam.net/wp-flippingbooks/Heimatblaetter/1966_1_2/63/#zoom=true
Pranger Waizenkirchen (abgegangen)	Pranger	48.329419	13.8566	Das Kopfstück fehlt, der Pranger steht jetzt im Garten des Hauses Nr. 44 (Schulstraße?)	https://digi.landesbibliothek.at/viewer/fullscreen/AC08525742/83/
Pranger Sarleinsbach (abgegangen)	Pranger	48.546159	13.90502	genauer Standort unbekannt	https://www.meinbezirk.at/rohrbach/c-lokales/eine-foltermethode-die-auch-im-bezirk-rohrbach-angewandt-wurde_a7105657
Pranger Haslach an der Mühl (sekundär überformt)	Pranger	48.57543	14.04026	wurde zur Mariensäule umfunktioniert	
Pranger Wels (vermutet)	Pranger	48.1564	14.02447	"auf dem Stahlstich von Höfer / Willmann aus dem Jahre 1851 zu sehen<br><img src='bilder/Pranger_Wels.png' alt='Pranger_Wels' style='width:260px;border-radius:8px;margin-top:6px;'>"	
Pranger Bad Hall (abgegangen)	Pranger	48.035092	14.20832	"Schriftlich belegt im Zusammenhang mit dem Landgericht; konkrete Lage unbekannt, bauliche Reste nicht erhalten."	https://anno.onb.ac.at/cgi-content/anno?aid=lvb&datum=19250614&query=%22Pranger+Bad+Hall%22~50&ref=anno-search&seite=20
Pranger Gaspoltshofen (abgegangen)	Pranger	48.142797	13.736	Der Pranger war Ort öffentlicher Beschämung, wo Verurteilte stundenlang angekettet und als „Dieb“ vor der Gemeinde bloßgestellt wurden. Standort unbekannt.	https://anno.onb.ac.at/cgi-content/anno?aid=ivz&datum=19321214&query=%22Pranger+Gaspoltshofen%22~50&ref=anno-search&seite=26
Pranger Neukirchen am Walde (abgegangen)	Pranger	48.40456	13.78139	Neukirchen am Walde erhielt anlässlich der Markterhebung das Recht zur Aufstellung eines Prangers . Standort unbekannt	https://www.zobodat.at/pdf/JOM_84_0063-0213.pdf
Rabenstein	Indizort	47.94763	14.36317	Ort mit topographischen oder toponymischen Hinweisen auf eine Richtstätte im näheren Umfeld, jedoch ohne urkundlichen Nachweis.	
Pranger Schwertberg (abgegangen)	Pranger	48.27414	14.582	Der Pranger wurde Ende des 18. Jh. abgetragen, ehemaliger Standort unbekannt	https://www.ooegeschichte.at/media/migrated/bibliografiedb/wg_april2010_32_mayboeck-marktgericht_01.pdf
Kogler-Bildstock	Kleindenkmäler	47.84613	13.28548	Hl. Leonhard: Seine Fürsprache soll Wunder bewirkt haben, etwa die Befreiung von Gefangenen.	https://mondsee.salzkammergut.at/oesterreich-tour/detail/430006306/orte-des-glaubens-vom-oelgraben-zur-ehemaligen-hinrichtungsstaette.html
Galgen Rannariedl	Richtstätten	48.49091	13.75848	Hochgericht des Landgerichts Rannariedl, eine Säule gut erhalten.	https://www.lefnaer.com/recht/galgen_Galgen%20Rannariedl.html
Hängsberg	Flurnamen	48.53377	15.218932	Openstreetmap	
Gallenberg Königsbach	Flurnamen	48.52685	15.23728	FL, FK	https://maps.arcanum.com/de/map/secondsurvey-austria/?bbox=1691255.1769378732%2C6193669.267649157%2C1700138.592818891%2C6196294.401839325&map-list=1&layers=6
Schranne Wallern	Flurnamen	48.230224	13.94595	Schranne: Gerichtsplatz, auch Thaiding genannt	
Schranne Kobernaußerwald	Flurnamen	48.06863	13.38481	hier wurde Marktgericht gehalten	https://de.wikipedia.org/wiki/Schranne_(Kobernau%C3%9Ferwald)
Schrannentafern	Flurnamen	48.298571	14.051411	Schrannenwirtshaus	https://doris.ooe.gv.at/themen/geschichte/hofnamenreport.aspx?hn_nr=26738
Schrannengütl	Flurnamen	48.2523	13.77722		https://doris.ooe.gv.at/themen/geschichte/hofnamenreport.aspx?hn_nr=15746
Schrannentafern	Flurnamen	48.143333	13.73667		https://doris.ooe.gv.at/themen/geschichte/hofnamenreport.aspx?hn_nr=13478
Schrannenhaus	Flurnamen	48.15502	13.48479		https://doris.ooe.gv.at/themen/geschichte/hofnamenreport.aspx?hn_nr=45432
Schnecken-Kapelle	Kleindenkmäler	48.02299	14.41792	"letzte ""Einkehr"" und somit als ""Urlauberkreuz"" der Delinquenten "	https://www.ooegeschichte.at/forschung/kleindenkmal/111604
Henkerhaus	Galgenhaus	48.01812	14.41681	Häusl in der Freysing, abgegangen	https://doris.ooe.gv.at/themen/geschichte/hofnamenreport.aspx?hn_nr=98368
Galgenhügel	Flurnamen	48.01898	14.41904	ein sagenumwobener Hügel	https://www.ooegeschichte.at/forschung/kleindenkmal/111604
Pranger Grafenschlag	Pranger	48.50053	15.16696	gut erhaltener Pranger mit Bagstein	https://www.grafenschlag.at/Unsere_Gemeinde/Sehenswuerdig_Tourismus_/Pranger
Pranger Rastenfeld	Pranger	48.57306	15.33205	gut erhaltener Pranger mit Bagstein	https://zcrux.zwalk.at/wp-content/uploads/2000/01/48.573040-15.332062.jpg
Pranger Groß Gerungs	Pranger	48.574139	14.95743	Pranger mit Bagstein und Schwerthand	https://zcrux.zwalk.at/category/suche-nach/bauform/pranger/
Urlaubsmarterl	Kleindenkmäler	48.620326	15.289107	Hier konnten sich die Malefikanten von ihrer Familie verabschieden, quasi Urlaub nehmen	
Galgenhügel	Richtstätten	48.50481	15.51456	Das Hochgericht befand sich zentral im Landgericht Gföhl gelegen.	https://www.lefnaer.com/recht/galgen_Galgenreste%20Gfoehl.html
Galgen Engelhartszell	Richtstätten	48.51126	13.7205	Nur mehr geringe Spuren (Pfostenlöcher) weisen auf die ehem.Richtstätte auf der Galgenleiten bei Engelhartszell hin.	https://www.lefnaer.com/recht/galgen_Galgenpfostenloecher%20Engelhartszell.html
Galgen	Richtstätten	48.52314	15.08396	Galgenberg, Galgenfeld JL, FL, FK. Heute Tennisplatz	https://maps.arcanum.com/de/map/europe-18century-firstsurvey/?bbox=1676760.3682552767%2C6193738.308225638%2C1681202.0761957858%2C6195050.875320722&map-list=1&layers=163
Richtbergtaferl-Kapelle	Kleindenkmäler	47.891897	13.656605	Wallfahrtsstätte am Richtberg	https://atterwiki.at/index.php/Richtberg-Taferl-Kapelle
Galgen	Richtstätten	48.52947	14.50541	hier stand das Galgenmarterl, ein rotes Kreuz. Übergabestelle der Malefizpersonen. In der Nähe stand der Galgen.	
Hackeberg / Mühlgericht	Flurnamen	48.46802	15.30962	Ort mit topographischen oder toponymischen Hinweisen auf eine Richtstätte im näheren Umfeld, jedoch ohne urkundlichen Nachweis. FK	https://maps.arcanum.com/de/map/cadastral/?bbox=1701983.1692525917%2C6184568.492441878%2C1706424.8771931008%2C6185881.059536962&map-list=1&layers=here-aerial%2C3%2C4
Galgen	Richtstätten	48.585587	14.55269	zwischen Windhaag bei Freistadt und Pieberschlag, Galgenberg (JL)	https://maps.arcanum.com/de/map/europe-18century-firstsurvey/?bbox=1619075.4997948513%2C6203773.190582378%2C1623437.1877213742%2C6205490.635061661&map-list=1&layers=163%2C165
Abdecker Neuhof	Abdecker	48.41916	15.19487	Abdecker Neuhof	https://maps.arcanum.com/de/map/europe-19century-secondsurvey/?bbox=1687170.4601302915%2C6176276.969687241%2C1696053.8760113092%2C6178902.103877409&map-list=1&layers=here-aerial%2C158
Galgenkreuz	Kleindenkmäler	48.23047	15.290214	auch Hirtentürmchen genannt	https://www.lefnaer.com/recht/galgenumfeld_Galgenkreuz%20Weitenegg.html
Galgen	Richtstätten	48.59837	15.180291	letzte öffentliche Hinrichtung in Zwettl im Jahre 1836	https://zcrux.zwalk.at/galgenkreuz-48-599274-15-180745/
Galgenplatz Peilstein	Richtstätten	48.61946	13.92138	Im Jahr 1710 wurde das letzte Todesurteil vollstreckt. Auf einem, von einer Steinmauer umgebenen, künstlich angelegten Hügel im Ausmaß von 5x3,5m richtete man den Galgen auf. Heute ist diese ehemalige Richtstätte noch deutlich erkennbar. Sie befindet sich am Beginn des sagenumwobenen Schneidergrabens	http://rat.imareal.sbg.ac.at/streitt/flurnamen/peilstein-galgenplatz-bei-steinberg
Galgenberg	Flurnamen	48.63733	15.232626	Kühbach, OSM	https://www.openstreetmap.org/#map=18/48.636847/15.233687
Gericht Döllersheim	Richtstätten	48.62071	15.28812	südlich des TÜPL Allentsteig, JL	https://maps.arcanum.com/de/map/europe-18century-firstsurvey/?bbox=1699116.5217819796%2C6208376.065451446%2C1707949.775863185%2C6213621.556517516&map-list=1&layers=here-aerial%2C163
Galgen St. Oswald	Richtstätten	48.62477	14.032994	Richtstätte Pfleggerichts Lichtenau. Beim Straßenbau kam es zu Knochenfunden. Ein steinernes Marterl mit der Jahreszahl 1668 erinnert an die Richtstätte.	
Galgen	Richtstätten	48.6319	15.05372	"Fundament eines dreischläfrigen Galgens erhalten<br><img src='bilder/galgenbergnoe.png' alt='Galgenberg zwischen Jagenbach und Rieggers'style='width:260px;border-radius:8px;margin-top:6px;'>"	
Scheiben	Flurnamen	48.79024	15.92351	Ort mit topographischen oder toponymischen Hinweisen auf eine Richtstätte im näheren Umfeld, jedoch ohne urkundlichen Nachweis. FK	
Gericht	Richtstätten	48.637661	15.233189	heute TÜPL Allentsteig, JL	https://maps.arcanum.com/de/map/europe-18century-firstsurvey/?bbox=1691925.1396036563%2C6211139.045500617%2C1700758.3936848617%2C6216384.536566687&map-list=1&layers=163
Wolf	Flurnamen	48.65165	16.1706	Ort mit topographischen oder toponymischen Hinweisen auf eine Richtstätte im näheren Umfeld, jedoch ohne urkundlichen Nachweis. FK	
Galgen Aigen-Schlägel	Richtstätten	48.64106	13.9796	nebenbei fließt der Galgenbach, JL	https://maps.arcanum.com/de/map/europe-18century-firstsurvey/?bbox=1552724.4806603584%2C6212506.597134865%2C1561447.8565134043%2C6215941.486093431&map-list=1&layers=163%2C165
Urlaubmarterl	Kleindenkmäler	48.84627	15.501727	Hier verabschiedetn sich die Delinquenten von den Verwandten	https://www.marterl.at/suche/detail?oid=9486&cHash=62648ee1f900ec97dd4756a9449c2e12
Galgen	Richtstätten	48.65023	16.16825	eine Säule des ehemaligen Galgens bis heute erhalten geblieben JL FL	https://de.wikipedia.org/wiki/Galgenberg_(Oberstinkenbrunn)
Richterhof	Flurnamen	48.404425	15.27758	Ort mit topographischen oder toponymischen Hinweisen auf eine Richtstätte im näheren Umfeld, jedoch ohne urkundlichen Nachweis. JL, FL, FK	https://maps.arcanum.com/de/map/europe-18century-firstsurvey/?bbox=1696571.0742137104%2C6173043.180100641%2C1705454.490094728%2C6175668.314290809&map-list=1&layers=163
Pranger Rapottenstein	Pranger	48.52147	15.07949	gut erhaltener Pranger, 1613	https://de.wikipedia.org/wiki/Liste_der_denkmalgesch%C3%BCtzten_Objekte_in_Rappottenstein#/media/Datei:Pranger_in_Rapottenstein.jpg
Gerichtssäule Großkrut	Richtstätten	48.672901	16.75807	letzte Hinrichtung am 8. November 1743 JL FL  FK	https://maps.arcanum.com/de/map/europe-19century-secondsurvey/?bbox=1863611.5171217253%2C6218776.267809121%2C1868053.2250622343%2C6220088.834904205&map-list=1&layers=158
Galgenberg-Messern	Richtstätten	48.731395	15.506422	drei aus Bruchsteinen aufgemauerte mittelalterliche Galgensäulen	https://www.marterl.at/suche/detail?oid=6012&type=rss
Schinterleithen	Flurnamen	48.505075	15.50602	weist auf eine räumliche Nähe des Hochgerichtes zum ebenfalls geächteten Abdecker hin	
Wasenmeister	Abdecker	48.50552	15.50771	ein Gebäude westlich des Galgenriedls am Tiefenbach, JL	
Galgen Kirchberg am Walde	Richtstätten	48.73403	15.07393	zwei ca. 5m hohe Granitpfeiler, die sich nach oben etwas verjüngen	https://www.kirchbergamwalde.at/Galgen
Galgen Niederfladnitz	Richtstätten	48.79323	15.933522	Zwei Säulen sind noch erhalten	https://maps.arcanum.com/de/map/cadastral/?bbox=1770538.0416362435%2C6238854.987862648%2C1774979.7495767525%2C6240167.554957733&map-list=1&layers=3%2C4
Galgen	Richtstätten	48.845532	15.509897	der noch erhaltene Galgen befindet sich auf dem Raabser Galgenberg JL FL FK	https://maps.arcanum.com/de/map/europe-18century-firstsurvey/?bbox=1722157.0028220483%2C6247140.765194993%2C1731040.418703066%2C6249765.899385161&map-list=1&layers=163
Hochgericht Drosendorf	Richtstätten	48.864163	15.63707	JL und FL und FK	https://maps.arcanum.com/de/map/cadastral/?bbox=1740037.3783383416%2C6251228.168046858%2C1742258.232308596%2C6251884.451594401&map-list=1&layers=3%2C4
Gallnbruner Schmidhaus	Galgenhaus	48.21143	13.4901	nächst dem Hochgericht der Stadt Ried	https://doris.ooe.gv.at/themen/geschichte/hofnamenreport.aspx?hn_nr=45857
Galgen Litschau	Richtstätten	48.936877	15.06555	Der Galgen von Litschau stand auf dem Galgenbühel bei Loimanns.	orte/litschau.html
Schachenreith	Flurnamen	48.190409	13.68151	"„Schächer“ bezeichnete einst zum Tode verurteilte Verbrecher; der Flurname könnte daher auf die nahe Richtstätte hinweisen."	https://maps.arcanum.com/de/map/cadastral/?bbox=1518553.786449102%2C6137454.790952908%2C1527465.8662157266%2C6140079.925143076&map-list=1&layers=3%2C4
Bildstock Schachenwald	Kleindenkmäler	48.08101	14.11691	An der Richtstätte beim Schacherteich im Schachenwald	https://de.wikipedia.org/wiki/Datei:Kremsm%C3%BCnster_Schacherteiche_Bildstock.jpg
Schacherteich	Flurnamen	48.07891	14.11604	"„Schächer“ bezeichnete einst zum Tode verurteilte Verbrecher; der Flurname könnte daher auf die nahe Richtstätte hinweisen."	https://de.wikipedia.org/wiki/Schacherteiche
Gallnbrunner	Galgenhaus	48.211	13.49	neben dem Hochgericht	
Galgenpoint	Flurnamen	48.163273	13.98208	Wagnerpoint in der oberen Galgenpoint, heute Wimpassing 122. Quelle: Welser Stadtarchiv	
Galgenpoint	Flurnamen	48.157174	13.99538	Grst.Nr. .131/1 EZ. 330, Quelle: StAWe	
Galgenpoint	Flurnamen	48.15304	14.00262	Rabenlehen, Galgenpoint (Grabmer- oder Sabind(e)lhäusel), Grst.Nr. .731, EZ. 642 (EZ.alt: 99 u. 100) Demoliert! Quelle: StAWe	
Galgenpoint-Häusel	Flurnamen	48.1738	14.03094	Galgenpoint-Häusel (Häusl im oberen Hart, Wachterhaus), Zoiserl 8, demoliert!, Quelle: StAWe	
Schöringweg	Flurnamen	48.17535	 13.66415	Schergenweg (Weg des Gerichtsdieners zur Richtstätte) Quelle: Der Bundschuh 14/2011	
Richtgarten	Flurnamen	 48.1740	 13.66404	genaue Lage unbekannt	
Richtstätte	Richtstätten	 48.175303	 13.66188	Richtstätte des LG Starhemberg, im 15. Jhdt. bezeugt. Genauer Standort nicht bekannt. Quelle: Grolzham, die Geschichte eines Dorfes	
Galgenberg	Richtstätten	 48.32597	 13.336255	heute auf Wunsch der Anwohner in Oberfeld umbenannt. Quelle: Bundschuh 14/2011	
Galgen	Richtstätten	 48.31832	 13.32886	"auch ""Scheibn auf der Ebn"" genannt, Quelle Bundschuh 14/2011"	
Narrenhäusl	Pranger	 48.20989	 13.48842	zusammen mit Schandsäule, Bäckerschupfe, Narrenhäusl, Stock, Springer und Geige verfügte der Markt Ried über eine breite Palette von niedergerichtlichen Strafformen. Genauer Standort unbekannt	
Galgen	Richtstätten	 48.10326	 15.61964	drei etwa fünf Meter hohe, gemauerte Pfeiler am Dingelberg	https://www.lefnaer.com/recht/galgen_Galgen%20Wilhelmsburg.html
